Course ID,Department,Course,Section,Course Title,Name,Schedule,LMT/ENR/WL,LMT,ENR,WL,Location,Yr,Trm,CRDTS
MU 285 04,MU,285,4,Music Therapy Practicum II,"Wendland, M",W 6:30PM-7:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 285 05,MU,285,5,Music Therapy Practicum II,"Lekander, L",W 6:30PM-7:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 285 06,MU,285,6,Music Therapy Practicum II,"Anderson, L",W 6:30PM-7:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 290 G1,MU,290,G1,Applied:Guitar,"Sanders, M",,50/1/0,50,1,0,FAC 204,2023-24,FA,0.5
MU 290 S1,MU,290,S1,Applied Strings:Cello,"Lebedeva, L",,100/0/0,100,0,0,,2023-24,FA,0.5
MU 290 S2,MU,290,S2,Applied Strings:Viola,"Forero Villamizar, G",,100/0/0,100,0,0,FAC 108,2023-24,FA,0.5
MU 290 S3,MU,290,S3,Applied Strings:Violin,"Forero Villamizar, G",,100/0/0,100,0,0,FAC 108,2023-24,FA,0.5
MU 290 S4,MU,290,S4,Applied Strings:Bass,"Jensen, L",,10/0/0,10,0,0,,2023-24,FA,0.5
MU 309 01,MU,309,1,Choral/Instrum Methods:Grade 5-12,"Muntefering, S",T H 1:00PM-2:40PM,25/15/0,25,15,0,FAC 213,2023-24,FA,1
MU 313 01,MU,313,1,Influence of Music on Behavior,"Ashton, B",T H 9:35AM-11:15AM,20/7/0,20,7,0,FAC 213,2023-24,FA,1
MU 316 01,MU,316,1,Music History II,"Doran, M",M W F 10:45AM-11:50AM,20/15/0,20,15,0,FAC 212,2023-24,FA,1
MU 316 02,MU,316,2,Music History II,"Doran, M",M W F 12:00PM-1:05PM,20/14/0,20,14,0,FAC 212,2023-24,FA,1
MU 324 01,MU,324,1,Conducting,"Nederhiser, R",MWF 7:45AM-8:50AM,15/11/0,15,11,0,FAC 129,2023-24,FA,1
MU 324 02,MU,324,2,Conducting,"Nelson, L",MWF 9:00AM-10:05AM,15/12/0,15,12,0,FAC 129,2023-24,FA,1
MU 350 01,MU,350,1,Applied Piano,"Sheckler, H",T 2:45PM-3:30PM,30/0/0,30,0,0,,2023-24,FA,1
MU 350 02,MU,350,2,Applied Piano,"Doran, M",,10/0/0,10,0,0,,2023-24,FA,1
MU 350 04,MU,350,4,Applied Piano,"Reuter, T",T 2:45PM-3:45PM,20/0/0,20,0,0,,2023-24,FA,1
MU 360 01,MU,360,1,Applied Organ,"Black, K",,100/0/0,100,0,0,CHA CHA,2023-24,FA,1
MU 370 01,MU,370,1,Applied Voice,"Pfaltzgraff, B",H 2:45PM-3:30PM,100/0/0,100,0,0,FAC 202,2023-24,FA,1
MU 370 02,MU,370,2,Applied Voice,"Larson, J",,50/2/0,50,2,0,FAC 201,2023-24,FA,1
MU 370 02,MU,370,2,Applied Voice,"Larson, J",T 2:45PM-3:40PM,50/2/0,50,2,0,FAC 129,2023-24,FA,1
MU 370 03,MU,370,3,Applied Voice,"Gast, D",,50/0/0,50,0,0,FAC 205,2023-24,FA,1
MU 370 04,MU,370,4,Applied Voice,"Gast, R",,50/0/0,50,0,0,FAC 205,2023-24,FA,1
MU 370 05,MU,370,5,Applied Voice,"Larson, S",T 2:45PM-3:40PM,50/0/0,50,0,0,,2023-24,FA,1
MU 370 06,MU,370,6,Applied Voice,"Beane Hanson, K",,100/0/0,100,0,0,,2023-24,FA,1
MU 370 07,MU,370,7,Applied Voice,"Pfaltzgraff, C",,10/1/00,10,1,0,FAC 204,2023-24,FA,1
MU 370 08,MU,370,8,Applied Voice,"Gougler, K",,10/0/0,10,0,0,,2023-24,FA,1
MU 380 B1,MU,380,B1,Applied Euphonium,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,FA,1
MU 380 B2,MU,380,B2,Applied Brass:French Horn,"Harris, C",,100/1/0,100,1,0,FAC 012,2023-24,FA,1
MU 380 B3,MU,380,B3,Applied Brass:Trombone,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,FA,1
MU 380 B4,MU,380,B4,Applied Brass:Trumpet,"Muntefering, S",,100/0/0,100,0,0,FAC 041,2023-24,FA,1
MU 380 B5,MU,380,B5,Applied Brass:Tuba,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,FA,1
MU 380 P1,MU,380,P1,Applied Percussion,"Frost, R",,100/0/0,100,0,0,FAC 016,2023-24,FA,1
MU 380 W1,MU,380,W1,Applied Woodwind:Bassoon,"Landes, N",,100/0/0,100,0,0,FAC 013,2023-24,FA,1
MU 380 W2,MU,380,W2,Applied Woodwind:Clarinet,"Wachmann, E",H 2:50PM-3:40PM,100/0/0,100,0,0,FAC 104,2023-24,FA,1
MU 380 W2,MU,380,W2,Applied Woodwind:Clarinet,"Wachmann, E",,100/0/0,100,0,0,FAC 113,2023-24,FA,1
MU 380 W3,MU,380,W3,Applied Woodwind:Flute,"Cawley, D",T 3:45PM-4:45PM,100/0/0,100,0,0,,2023-24,FA,1
MU 380 W4,MU,380,W4,Applied Woodwind:Oboe,"Nederhiser, R",,100/0/0,100,0,0,FAC 013,2023-24,FA,1
MU 380 W5,MU,380,W5,Applied Woodwind:Saxophone,"Anderson, C",,100/0/0,100,0,0,FAC 013,2023-24,FA,1
MU 382 01,MU,382,1,Music Therapy Practicum III,"Ashton, B",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 382 02,MU,382,2,Music Therapy Practicum III,"Fleming, K",W 7:30PM-8:30PM,20/4/0,20,4,0,FAC 035,2023-24,FA,0
MU 382 03,MU,382,3,Music Therapy Practicum III,"Rewerts, K",W 7:30PM-8:30PM,20/1/0,20,1,0,FAC 035,2023-24,FA,0
MU 382 04,MU,382,4,Music Therapy Practicum III,"Wendland, M",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 382 05,MU,382,5,Music Therapy Practicum III,"Lekander, L",W 7:30PM-8:30PM,20/1/0,20,1,0,FAC 035,2023-24,FA,0
MU 382 06,MU,382,6,Music Therapy Practicum III,"Anderson, L",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 383 01,MU,383,1,Music Therapy Practicum IV,"Ashton, B",W 7:30PM-8:30PM,20/1/0,20,1,0,FAC 035,2023-24,FA,0
MU 383 02,MU,383,2,Music Therapy Practicum IV,"Fleming, K",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 383 03,MU,383,3,Music Therapy Practicum IV,"Rewerts, K",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 383 04,MU,383,4,Music Therapy Practicum IV,"Wendland, M",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 383 05,MU,383,5,Music Therapy Practicum IV,"Lekander, L",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 383 06,MU,383,6,Music Therapy Practicum IV,"Anderson, L",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 390 G1,MU,390,G1,Applied Guitar,"Sanders, M",,50/0/0,50,0,0,,2023-24,FA,1
MU 390 S1,MU,390,S1,Applied Strings:Cello,"Lebedeva, L",,100/0/0,100,0,0,,2023-24,FA,1
MU 390 S2,MU,390,S2,Applied Strings:Viola,"Forero Villamizar, G",,100/0/0,100,0,0,FAC 108,2023-24,FA,1
MU 390 S3,MU,390,S3,Applied Strings:Violin,"Forero Villamizar, G",,100/0/0,100,0,0,FAC 108,2023-24,FA,1
MU 390 S4,MU,390,S4,Applied Strings: Bass,"Jensen, L",,10/0/0,10,0,0,,2023-24,FA,1
MU 405 01,MU,405,1,Music Therapy Internship,"Ashton, B",,99/6/0,99,6,0,,2023-24,FA,1
MU 485 01,MU,485,1,Music Therapy Practicum V,"Ashton, B",W 7:30PM-8:30PM,20/2/0,20,2,0,FAC 035,2023-24,FA,0
MU 485 02,MU,485,2,Music Therapy Practicum V,"Fleming, K",W 7:30PM-8:30PM,20/3/0,20,3,0,FAC 035,2023-24,FA,0
MU 485 03,MU,485,3,Music Therapy Practicum V,"Rewerts, K",W 7:30PM-8:30PM,20/2/0,20,2,0,FAC 035,2023-24,FA,0
MU 485 04,MU,485,4,Music Therapy Practicum V,"Wendland, M",W 7:30PM-8:30PM,20/3/0,20,3,0,FAC 035,2023-24,FA,0
MU 485 05,MU,485,5,Music Therapy Practicum V,"Lekander, L",W 7:30PM-8:30PM,20/1/0,20,1,0,FAC 035,2023-24,FA,0
MU 485 06,MU,485,6,Music Therapy Practicum V,"Anderson, L",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 485 08,MU,485,8,Music Therapy Practicum V,"TBA, T",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 485 30,MU,485,30,Music Therapy Practicum V,"TBA, T",W 7:30PM-8:30PM,20/0/0,20,0,0,FAC 035,2023-24,FA,0
MU 997 01,MU,997,1,Junior Recital,"Pfaltzgraff, B",,50/0/0,50,0,0,,2023-24,FA,0
MU 998 01,MU,998,1,Senior Recital,"Pfaltzgraff, B",,50/1/0,50,1,0,,2023-24,FA,0
NSC 235 01,NSC,235,1,Fundamentals of Neuroscience,"Larimer Bousquet, S",M W F 1:15PM-2:20PM,24/9/0,24,9,0,SC 140,2023-24,FA,1
NSC 235 01,NSC,235,1,Fundamentals of Neuroscience Lab 1,"Larimer Bousquet, S",T 1:00PM-4:15PM,24/9/0,24,9,0,SC 143,2023-24,FA,0
NSC 335 01,NSC,335,1,Neurobiology,"Larimer Bousquet, S",M W F 7:45AM-8:50AM,24/10/0,24,10,0,SC 141,2023-24,FA,1
NSC 335 01,NSC,335,1,Neurobiology Lab,"Larimer Bousquet, S",H 1:00PM-4:15PM,24/10/0,24,10,0,SC 143,2023-24,FA,0
NSC 455 01,NSC,455,1,Methods of Neuroscience Research,"Toering Peters, S",T 6:30PM-7:35PM,16/9/0,16,9,0,SC 041,2023-24,FA,0.5
PBH 101 01,PBH,101,1,Introduction to Public Health,"Vander Werff, A",M W F 10:45AM-11:50AM,30/16/0,30,16,0,SC 244,2023-24,FA,1
PBH 310 01,PBH,310,1,Epidemiology,"Bates, G",T H 1:00PM-2:40PM,30/12/0,30,12,0,SC 141,2023-24,FA,1
PBH 455 01,PBH,455,1,Applied Public Health Research,"Toering Peters, S",,12/1/00,12,1,0,,2023-24,FA,1
PE 100 11,PE,100,11,Lifetime Wellness,"Foster, D",MW 9:00AM-10:05AM,25/27/0,25,27,0,W 2238,2023-24,FA,0.5
PE 100 12,PE,100,12,Lifetime Wellness,"Foster, D",MW 10:45AM-11:50AM,25/24/1,25,24,1,W 2238,2023-24,FA,0.5
PE 100 20,PE,100,20,Lifetime Wellness,"Foster, D",MW 7:45AM-8:50AM,25/26/1,25,26,1,W 2238,2023-24,FA,0.5
PE 100 21,PE,100,21,Lifetime Wellness,"Foster, D",MW 9:00AM-10:05AM,26/25/0,26,25,0,W 2238,2023-24,FA,0.5
PE 142 10,PE,142,10,Introduction to Sport Management,"Weiss, H",T H 9:35AM-11:15AM,25/21/0,25,21,0,W 2240,2023-24,FA,0.5
PE 155 01,PE,155,1,Care & Prevention:Athletic Injuries,"Becker, A",TH 7:45AM-9:25AM,25/25/0,25,25,0,W 2240,2023-24,FA,1
PE 210 20,PE,210,20,Motor Learning,"Johnson, A",M W F 10:45AM-11:50AM,25/25/0,25,25,0,W 2238,2023-24,FA,0.5
PE 252 01,PE,252,1,Phys Educ for Elementary Grades,"Johnson, A",M 6:30PM-9:30PM,25/20/0,25,20,0,W 2238,2023-24,FA,1
PE 254 01,PE,254,1,Physiology of Exercise,"Dietz Parsons, P",TH 9:35AM-11:15AM,25/17/0,25,17,0,W 2006,2023-24,FA,1
PE 375 01,PE,375,1,Admin & Organ Fitness Prog & Fac,"Williams, R",TH 9:35AM-11:15AM,25/18/0,25,18,0,W 2238,2023-24,FA,1
PH 341 01,PH,341,1,Buddhist Traditions,"Terasawa, K",M W F 1:15PM-2:20PM,25/5/0,25,5,0,GRO 016,2023-24,FA,1
PHY 101 01,PHY,101,1,General Physics I,"Yan, V",M W F 12:00PM-1:05PM,40/25/0,40,25,0,SC 245,2023-24,FA,1
PHY 101 01,PHY,101,1,General Physics I Lab 1,"Yan, V",H 7:45AM-9:25AM,20/14/0,20,14,0,SC 343,2023-24,FA,0
PHY 101 02,PHY,101,2,General Physics I Lab 2,"Yan, V",H 9:35AM-11:15AM,20/11/0,20,11,0,SC 343,2023-24,FA,0
PHY 120 0R,PHY,120,0R,Science of Water Lab,"Bechtel, M",,1/1/00,1,1,0,,2023-24,FA,0
PHY 150 01,PHY,150,1,Science for Society,"Zelle, J",M W F 10:45AM-11:50AM,24/25/1,24,25,1,SC 140,2023-24,FA,1
PHY 150 02,PHY,150,2,Science for Society,"Bousquet, B",M W F 12:00PM-1:05PM,24/26/0,24,26,0,SC 141,2023-24,FA,1
PHY 203 01,PHY,203,1,Classical Physics I,"Bousquet, B",M W F 10:45AM-11:50AM,20/19/0,20,19,0,SC 141,2023-24,FA,1
PHY 203 02,PHY,203,2,Classical Physics I Lab 2,"Bousquet, B",T 9:35AM-11:15AM,20/19/0,20,19,0,SC 343,2023-24,FA,0
PHY 207 01,PHY,207,1,Modern Physics,"Bousquet, B",M W F 9:00AM-10:05AM,35/3/0,35,3,0,SC 141,2023-24,FA,1
PHY 370 01,PHY,370,1,Topics in Astrophysics,"Yan, V",M W F 10:45AM-11:50AM,34/3/0,34,3,0,SC 245,2023-24,FA,1
PHY 370 01,PHY,370,1,Topics in Astrophysics Lab,"Yan, V",T 1:00PM-2:40PM,34/3/0,34,3,0,SC 343,2023-24,FA,0
POR 104 01,POR,104,1,Elementary Portuguese I,"Montgomery, Z",M W F 9:00AM-10:05AM,25/13/0,25,13,0,LH 329,2023-24,FA,1
POR 104 02,POR,104,2,Elementary Portuguese I,"Montgomery, Z",M W F 12:00PM-1:05PM,25/21/0,25,21,0,LH 329,2023-24,FA,1
PS 101 01,PS,101,1,Introduction to American Politics,"Billet, B",MWF 12:00PM-1:05PM,30/9/0,30,9,0,LH 326,2023-24,FA,1
PS 120 01,PS,120,1,Introduction to National Security,"Szarejko, A",M W F 10:45AM-11:50AM,25/17/0,25,17,0,LH 330,2023-24,FA,1
PS 195 01,PS,195,1,Special Topics: Scope/Methods of Politcal Science,"Szarejko, A",M W F 9:00AM-10:05AM,25/14/0,25,14,0,LH 327,2023-24,FA,1
PS 302 01,PS,302,1,International Relations,"Billet, B",MWF 1:15PM-2:20PM,25/13/0,25,13,0,LH 326,2023-24,FA,1
PS 308 01,PS,308,1,The American Presidency,"Szarejko, A",M W F 12:00PM-1:05PM,25/7/0,25,7,0,LH 330,2023-24,FA,1
PS 321 01,PS,321,1,Research Methods & Data Analysis,"Reiher, T",M W F 9:00AM-10:05AM,25/0/0,25,0,0,LH 333,2023-24,FA,1
PS 321 02,PS,321,2,Research Methods & Data Analysis,"Bane, C",M W F 10:45AM-11:50AM,25/4/0,25,4,0,,2023-24,FA,1
PS 321 03,PS,321,3,Research Methods & Data Analysis,"Eslick Watkins, A",M W F 1:15PM-2:20PM,25/1/0,25,1,0,LH 324,2023-24,FA,1
PSY 101 01,PSY,101,1,Introduction to Psychology,"Heck, A",T H 9:35AM-11:15AM,40/41/0,40,41,0,SC 134,2023-24,FA,1
PSY 101 02,PSY,101,2,Introduction to Psychology,"Heck, A",T H 1:00PM-2:40PM,40/40/0,40,40,0,WBC 116,2023-24,FA,1
PSY 210 10,PSY,210,10,Child Development,"Munir, S",T H 7:45AM-9:25AM,30/18/0,30,18,0,LH 327,2023-24,FA,0.5
PSY 211 20,PSY,211,20,Adolescent Development,"Munir, S",T H 7:45AM-9:25AM,30/15/0,30,15,0,LH 327,2023-24,FA,0.5
PSY 222 01,PSY,222,1,Cognitive Psychology,"Eslick Watkins, A",T H 9:35AM-11:15AM,25/14/0,25,14,0,LH 324,2023-24,FA,1
PSY 224 01,PSY,224,1,Abnormal Psychology,"Reiher, T",MWF 10:45AM-11:50AM,30/28/0,30,28,0,LH 327,2023-24,FA,1
PSY 225 01,PSY,225,1,Life-Span Human Development,"Munir, S",MWF 9:00AM-10:05AM,30/29/0,30,29,0,W 2240,2023-24,FA,1
PSY 225 02,PSY,225,2,Life-Span Human Development,"Munir, S",MWF 10:45AM-11:50AM,30/21/0,30,21,0,W 2240,2023-24,FA,1
PSY 303 01,PSY,303,1,Counseling Psychology,"Reiher, T",TH 1:00PM-2:40PM,30/25/0,30,25,0,LH 324,2023-24,FA,1
PSY 321 01,PSY,321,1,Research Methods & Data Analysis,"Reiher, T",MWF 9:00AM-10:05AM,25/24/0,25,24,0,LH 333,2023-24,FA,1
PSY 321 02,PSY,321,2,Research Methods & Data Analysis,"Bane, C",M W F 10:45AM-11:50AM,25/24/0,25,24,0,,2023-24,FA,1
PSY 321 03,PSY,321,3,Research Methods & Data Analysis,"Eslick Watkins, A",M W F 1:15PM-2:20PM,25/21/0,25,21,0,LH 324,2023-24,FA,1
PSY 327 01,PSY,327,1,Psychology of Gender,"Munir, S",T H 9:35AM-11:15AM,25/6/0,25,6,0,LH 327,2023-24,FA,1
PSY 422 01,PSY,422,1,Advanced Cognitive Psychology,"Eslick Watkins, A",T H 1:00PM-2:40PM,12/1/00,12,1,0,LH 333,2023-24,FA,1
PSY 423 01,PSY,423,1,Advanced Social Psychology,"Eslick Watkins, A",T H 1:00PM-2:40PM,12/2/00,12,2,0,LH 333,2023-24,FA,1
PSY 424 01,PSY,424,1,Advanced Clinical Psychology,"Eslick Watkins, A",T H 1:00PM-2:40PM,12/3/00,12,3,0,LH 333,2023-24,FA,1
PSY 425 01,PSY,425,1,Advanced Human Development,"Eslick Watkins, A",T H 1:00PM-2:40PM,12/1/00,12,1,0,LH 333,2023-24,FA,1
PSY 426 01,PSY,426,1,Advanced Neuropsychology,"Eslick Watkins, A",T H 1:00PM-2:40PM,12/0/0,12,0,0,LH 333,2023-24,FA,1
RE 102 01,RE,102,1,The Bible in a Diverse World,"Wendland, K",M W F 7:45AM-8:50AM,38/38/0,38,38,0,GRO 131,2023-24,FA,1
RE 102 02,RE,102,2,The Bible in a Diverse World,"Wendland, K",M W F 9:00AM-10:05AM,38/38/0,38,38,0,GRO 131,2023-24,FA,1
RE 102 03,RE,102,3,The Bible in a Diverse World,"Riswold, C",M W F 10:45AM-11:50AM,38/32/0,38,32,0,GRO 132,2023-24,FA,1
RE 102 04,RE,102,4,The Bible in a Diverse World,"Helgevold, A",M W F 10:45AM-11:50AM,38/31/0,38,31,0,GRO 131,2023-24,FA,1
RE 102 05,RE,102,5,The Bible in a Diverse World,"Helgevold, A",M W F 12:00PM-1:05PM,38/37/1,38,37,1,GRO 131,2023-24,FA,1
RE 202 01,RE,202,1,World Religions in Dialogue,"Terasawa, K",M W F 9:00AM-10:05AM,25/23/2,25,23,2,GRO 016,2023-24,FA,1
RE 202 02,RE,202,2,World Religions in Dialogue,"Terasawa, K",M W F 10:45AM-11:50AM,25/22/0,25,22,0,GRO 016,2023-24,FA,1
RE 222 01,RE,222,1,Sexual Ethics,"Helgevold, A",T H 9:35AM-11:15AM,35/21/0,35,21,0,GRO 132,2023-24,FA,1
RE 302 01,RE,302,1,New Testament Studies: Gospels,"Jeffcoat Schedtler, J",M W F 12:00PM-1:05PM,25/19/0,25,19,0,GRO 132,2023-24,FA,1
RE 310 01,RE,310,1,Living with Death,"Smiley, A",TH 1:00PM-2:40PM,35/35/1,35,35,1,GRO 132,2023-24,FA,1
RE 312 01,RE,312,1,End of the World in Bible & Culture,"Jeffcoat Schedtler, J",,25/2/0,25,2,0,,2023-24,FA,1
RE 321 01,RE,321,1,"Gender, Race and Religions","Riswold, C",M W F 1:15PM-2:20PM,25/25/0,25,25,0,LH 201,2023-24,FA,1
RE 341 01,RE,341,1,Buddhist Traditions,"Terasawa, K",M W F 1:15PM-2:20PM,25/25/0,25,25,0,GRO 016,2023-24,FA,1
SCH 101 01,SCH,101,1,First Year Scholar Seminar: Utopias and Dystopias,"Clark, R",M W F 1:15PM-2:20PM,20/20/0,20,20,0,CLNA 127,2023-24,FA,1
SCH 202 01,SCH,202,1,Living in a Diverse World (Honors): Witches Around the World,"Clark, R",M W F 9:00AM-10:05AM,25/9/0,25,9,0,CLNA 127,2023-24,FA,1
SCH 401 01,SCH,401,1,Senior Scholars Seminar,"Clark, R",,20/7/0,20,7,0,,2023-24,FA,0.25
SCI 385 01,SCI,385,1,Elementary Science Methods,"Bechtel, M",M W F 10:45AM-11:50AM,24/13/0,24,13,0,SC 128,2023-24,FA,1
SO 101 01,SO,101,1,Introduction to Sociology,"McQueen, J",M W F 9:00AM-10:05AM,30/21/0,30,21,0,LH 201,2023-24,FA,1
SO 101 02,SO,101,2,Introduction to Sociology,"Sundblad, D",M W F 10:45AM-11:50AM,30/15/0,30,15,0,LH 201,2023-24,FA,1
SO 270 01,SO,270,1,Social Problems,"McQueen, J",T H 9:35AM-11:15AM,30/10/0,30,10,0,LH 201,2023-24,FA,1
SO 315 01,SO,315,1,Sociological Theory,"Sundblad, D",T H 1:00PM-2:40PM,25/24/0,25,24,0,LH 201,2023-24,FA,1
SO 321 01,SO,321,1,Research Methods & Data Analysis,"Reiher, T",M W F 9:00AM-10:05AM,25/4/0,25,4,0,LH 333,2023-24,FA,1
SO 321 02,SO,321,2,Research Methods & Data Analysis,"Bane, C",M W F 10:45AM-11:50AM,25/4/0,25,4,0,,2023-24,FA,1
SO 321 03,SO,321,3,Research Methods & Data Analysis,"Eslick Watkins, A",M W F 1:15PM-2:20PM,25/6/0,25,6,0,LH 324,2023-24,FA,1
SO 460 01,SO,460,1,Perspectives in Sociology,"Sundblad, D",T H 9:35AM-11:15AM,15/20/0,15,20,0,WBC 217,2023-24,FA,1
SO 481 01,SO,481,1,Field Exp:1st Dist-Dept of Correcti,"McQueen, J",,1/1/00,1,1,0,,2023-24,FA,1
SP 104 01,SP,104,1,Elementary Spanish I,"Ramirez Martinez, M",M W F 9:00AM-10:05AM,25/25/1,25,25,1,LH 324,2023-24,FA,1
SP 104 02,SP,104,2,Elementary Spanish I,"Ramirez Martinez, M",M W F 2:30PM-3:35PM,25/24/0,25,24,0,LH 324,2023-24,FA,1
SP 106 01,SP,106,1,Elementary Spanish II,"Llerena Gomez, H",T H 6:30PM-8:10PM,25/18/0,25,18,0,LH 324,2023-24,FA,1
SP 204 01,SP,204,1,Intermediate Spanish I,"Ramirez Martinez, M",MWF 10:45AM-11:50AM,20/15/0,20,15,0,LH 324,2023-24,FA,1
SP 204 02,SP,204,2,Intermediate Spanish I,"Ramirez Martinez, M",M W F 12:00PM-1:05PM,20/13/0,20,13,0,LH 324,2023-24,FA,1
SP 204 03,SP,204,3,Intermediate Spanish I,"Rector, A",M W F 2:30PM-3:35PM,20/8/0,20,8,0,LH 329,2023-24,FA,1
SP 304 01,SP,304,1,Spanish Tutoring,"Montgomery, Z",,20/2/0,20,2,0,,2023-24,FA,0.5
SP 315 01,SP,315,1,Latinos in the United States,"Rector, A",M W F 12:00PM-1:05PM,20/10/0,20,10,0,LH 201,2023-24,FA,1
SP 320 01,SP,320,1,Spanish Language and Composition,"Rector, A",M W F 10:45AM-11:50AM,20/22/0,20,22,0,CLNA 127,2023-24,FA,1
SW 101 01,SW,101,1,Intro Social Work & Social Welfare,"Coleman-Waterbury, T",MWF 12:00PM-1:05PM,25/24/0,25,24,0,OM 200,2023-24,FA,1
SW 201 01,SW,201,1,Human Behavior,"Faux, T",M W F 2:30PM-3:35PM,25/27/0,25,27,0,OM 200,2023-24,FA,1
SW 302 01,SW,302,1,Practice II: Diversity/Intervention,"Coleman-Waterbury, T",T H 9:35AM-11:15AM,25/15/0,25,15,0,OM 200,2023-24,FA,1
SW 303 01,SW,303,1,Practice III: Orgs/Communities,"Faux, T",M W F 9:00AM-10:05AM,25/15/0,25,15,0,OM 200,2023-24,FA,1
SW 321 01,SW,321,1,Social Work Research,"Faux, T",TH 1:00PM-2:40PM,25/10/0,25,10,0,OM 200,2023-24,FA,1
WS 327 01,WS,327,1,Psychology of Gender,"Munir, S",T H 9:35AM-11:15AM,25/0/0,25,0,0,LH 327,2023-24,FA,1
WS 353 01,WS,353,1,Genders and Representations,"Groninga, K",M W F 12:00PM-1:05PM,25/8/0,25,8,0,LH 327,2023-24,FA,1
WW 999 01,WW,999,1,Wartburg West,"TBA, T",,20/0/0,20,0,0,,2023-24,FA,2
